R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Mike Swick,Alex Garcia,375.0,-470,375.0,21.27659574,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,25.0,0.39,0.0,3.666666667,0.38,2,1,7,0,0,1,0,1,0,0,2,Orthodox,175.26,182.88,170,1,0,0,19.14285714,0.44,0.357142857,0.571428571,0.315714286,5,4,28,0,1,0,2,5,2,0,10,Orthodox,185.42,195.58,170,36,27,0,0,-3,-8,3,-21,0,-4,-2,-10.16,-12.7,9,5.85714286,-0.357142857,3.095238096,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,659.0,411.0,1500.0,500.0,775.0,-140.0
Cathal Pendred,John Howard,-135.0,115,74.07407407,115.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,3,0,0,25.08333333,0.564166667,0.416666667,2.333333333,0.445833333,4,6,32,0,0,3,1,2,0,0,6,Orthodox,170.18,180.34,170,0,4,0,33.0,0.41,0.25,3.0,0.3075,4,0,11,0,0,1,2,0,1,0,4,Orthodox,185.42,190.5,170,27,32,-3,-4,0,2,-6,21,0,2,-1,-15.24,-10.16,-5,-7.91666667,0.166666667,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,135.0,240.0,1160.0,1200.0,525.0,455.0
Cody Garbrandt,Henry Briones,-1000.0,650,10.0,650.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,32.0,0.5,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,0,1,0,49.0,0.36,0.0,1.0,0.33,1,0,3,0,0,0,0,1,0,0,1,Orthodox,172.72,165.1,135,24,34,0,0,0,0,0,-1,0,-1,1,0.0,10.16,-10,-17.0,1.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,320.0,1002.0,800.0,2095.0,-185.0,1500.0
Neil Seery,Louis Smolka,115.0,-135,115.0,74.07407407,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,67.0,0.42,0.333333333,0.666666667,0.2,1,1,9,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,135,0,2,0,54.33333333,0.39,1.333333333,1.0,0.443333333,2,1,9,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,125,35,23,0,-1,-1,0,0,0,0,1,0,12.7,10.16,12,12.66666667,-1.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,220.0,177.0,685.0,425.0,500.0,755.0
Yosdenis Cedeno,Cody Pfister,-250.0,210,40.0,210.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,12.0,0.37,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,1,0,0,18.66666667,0.366666667,0.0,0.0,0.0,1,2,7,0,0,0,0,0,0,1,1,Orthodox,172.72,175.26,155,30,24,0,0,-1,-1,1,-5,0,-1,0,5.08,10.16,6,-6.66666667,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,199.0,260.0,878.0,1265.0,205.0,1400.0
Lyoto Machida,Yoel Romero,-165.0,145,60.60606061,145.0,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Middleweight,MALE,5,0,5,0,38.4,0.646,0.0,2.0,0.266,5,0,13,0,0,0,1,4,0,0,5,Southpaw,182.88,185.42,185,1,0,0,30.45,0.536,0.4,0.7,0.3075,8,6,52,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,37,38,1,5,-3,-9,6,-39,-5,-2,-1,-2.54,-2.54,-1,7.95,-0.4,1.3,0,1,6.0,4.0,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,Red,KO/TKO,Elbows,3.0,1:38,698.0,300.0,550.0,675.0,2000.0,170.0,225.0
Santiago Ponzinibbio,Lorenz Larkin,150.0,-170,150.0,58.82352941,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,30.33333333,0.453333333,0.0,0.0,0.0,1,4,14,0,0,0,1,1,0,0,2,Orthodox,180.34,182.88,170,0,2,0,28.33333333,0.326666667,0.0,0.333333333,0.11,2,1,7,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,170,28,28,0,-1,-1,0,-3,7,0,0,0,-2.54,-2.54,0,2.0,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:07,487.0,440.0,259.0,1290.0,1975.0,320.0,140.0
Antonio Carlos Junior,Eddie Gordon,-170.0,150,58.82352941,150.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Middleweight,MALE,3,2,0,0,22.33333333,0.436666667,0.0,1.666666667,0.666666667,1,2,6,1,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185,1,0,0,15.5,0.34,1.0,3.0,0.665,1,1,6,1,0,0,1,0,0,0,1,Orthodox,187.96,200.66,185,25,31,-1,0,0,0,-1,0,0,1,0,-5.08,-7.62,-6,6.83333333,-1.0,-1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3.0,4:37,877.0,448.0,265.0,265.0,1908.0,283.0,540.0
Thiago Santos,Steve Bosse,-175.0,155,57.14285714,155.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,205,0,1,0,17.75,0.3225,0.0,0.0,0.0,1,2,6,0,0,0,0,2,0,0,2,Orthodox,187.96,193.04,205,31,33,0,-1,-1,-2,2,-6,0,-2,0,-7.62,-10.16,-2,-17.75,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,0:29,29.0,337.0,679.0,950.0,1930.0,150.0,245.0
Hacran Dias,Levan Makashvili,-145.0,125,68.96551724,125.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,27.0,0.47,0.0,7.0,0.53,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,145,0,1,0,30.0,0.4675,0.25,3.25,0.515,1,2,12,0,0,0,2,0,0,0,2,Orthodox,172.72,175.26,155,31,26,0,0,0,-1,2,-9,0,0,0,0.0,-2.54,5,-3.0,-0.25,3.75,0,1,,14.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,120.0,205.0,450.0,1467.0,1160.0,800.0
Alex Oliveira,Joe Merritt,-425.0,340,23.52941176,340.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,0,1,0,16.0,0.305,0.5,1.5,0.3,1,1,4,0,0,0,0,0,1,0,1,Orthodox,180.34,193.04,170,27,31,0,-1,-1,-1,1,-4,0,0,-1,2.54,-7.62,-4,-16.0,-0.5,-1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,493.0,700.0,160.0,2640.0,189.0,610.0
Leandro Silva,Lewis Gonzalez,-190.0,165,52.63157895,165.0,6/27/2015,"Hollywood, Florida, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,1,0,0,26.25,0.56,0.75,1.75,0.5,1,3,9,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,155,29,27,1,0,-1,-1,3,-9,0,0,-1,2.54,2.54,2,-26.25,-0.75,-1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,157.0,246.0,354.0,1265.0,650.0,1300.0
Steve Montgomery,Tony Sims,100.0,-120,100.0,83.33333333,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,190.5,185,24,29,0,0,0,0,0,0,0,0,0,-12.7,-12.7,-5,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:43,163.0,395.0,383.0,682.0,766.0,310.0,200.0
Danny Martinez,Sirwan Kakai,-115.0,-105,86.95652174,95.23809524,6/27/2015,"Hollywood, Florida, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,2,0,0,40.0,0.31,0.0,2.5,0.175,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,30,25,2,0,0,0,2,-6,0,0,0,-2.54,-2.54,5,-40.0,0.0,-2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,182.0,214.0,1185.0,722.0,460.0,540.0
Joanna Jedrzejczyk,Jessica Penne,-900.0,600,11.11111111,600.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,True,Women's Strawweight,FEMALE,5,0,1,0,39.0,0.39,0.0,4.0,0.5,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,170.18,115,0,3,0,45.66666667,0.356666667,0.0,0.0,0.0,3,0,8,1,0,1,1,1,0,0,3,Orthodox,167.64,165.1,125,27,32,0,-2,-2,-2,0,-5,-1,-1,0,-2.54,5.08,-5,-6.66666667,0.0,4.0,0,1,3.0,0.0,,,0.0,,,,,,,,,,,,,3.0,,,,,,,,,,,Red,KO/TKO,Punches,3.0,4:22,862.0,215.0,1250.0,1200.0,950.0,-175.0,1850.0
Dennis Siver,Tatsuya Kawajiri,-150.0,130,66.66666667,130.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,3,1,0,0,25.5,0.625,1.0,2.0,0.225,1,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,1,0,0,39.15789474,0.337368421,0.210526316,0.684210526,0.297368421,4,8,44,0,0,0,6,3,2,0,11,Orthodox,167.64,177.8,145,36,37,0,0,-3,-10,7,-39,0,-3,-1,2.54,-2.54,-1,-13.65789474,0.789473684,1.315789474,0,1,15.0,12.0,,,,,,,,,,12.0,,,,,,,,,,,,,15.0,,,,Red,U-DEC,,3.0,5:00,900.0,161.0,265.0,595.0,450.0,465.0,915.0
Peter Sobotta,Steve Kennedy,-370.0,310,27.02702703,310.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,1,0,28.5,0.36,0.5,1.5,0.26,1,3,12,0,0,0,1,0,0,0,1,Southpaw,182.88,190.5,170,28,32,0,-1,-1,-1,3,-12,0,0,0,-2.54,-10.16,-4,-28.5,-0.5,-1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:57,177.0,174.0,400.0,150.0,1200.0,796.0,900.0
Nick Hein,Lukasz Sajewski,-150.0,130,66.66666667,130.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,1,0,0,37.5,0.38,0.0,1.0,0.165,1,1,6,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,155,31,24,1,0,-1,-1,1,-6,0,0,0,5.08,12.7,7,-37.5,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,140.0,300.0,754.0,605.0,560.0,650.0
Makwan Amirkhani,Masio Fullen,-260.0,240,38.46153846,240.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Featherweight,MALE,3,0,1,0,41.0,0.3,0.0,1.0,0.5,1,0,3,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,145,0,1,0,6.0,0.85,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,177.8,182.88,145,26,28,0,0,0,0,0,2,0,-1,0,0.0,-5.08,-2,35.0,0.0,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,1:41,101.0,260.0,350.0,185.0,1085.0,280.0,680.0
Mairbek Taisumov,Alan Patrick,-160.0,140,62.5,140.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Lightweight,MALE,3,0,2,0,28.0,0.37,0.0,1.5,0.34,2,0,4,0,0,0,1,1,0,0,2,Southpaw,180.34,187.96,155,0,2,0,26.25,0.5425,0.0,1.75,0.4275,2,1,9,0,0,0,1,2,0,0,3,Orthodox,175.26,185.42,155,26,31,0,0,0,-1,1,-5,0,-1,0,5.08,2.54,-5,1.75,0.0,-0.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2.0,1:30,390.0,212.0,250.0,1110.0,768.0,250.0,710.0
Alan Omer,Arnold Allen,-165.0,145,60.60606061,145.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,145,1,0,0,58.0,0.57,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145,26,21,1,0,0,0,1,-3,0,0,0,-5.08,-2.54,5,-58.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,1:41,701.0,175.0,295.0,582.0,939.0,375.0,655.0
Niklas Backstrom,Noad Lahat,-190.0,165,52.63157895,165.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Featherweight,MALE,3,0,1,0,18.5,0.39,1.0,2.0,0.115,1,1,4,0,0,0,1,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,6.0,0.495,1.0,0.0,0.0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145,25,31,1,1,0,0,0,2,0,0,-1,-10.16,-12.7,-6,12.5,0.0,2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3.0,5:00,900.0,400.0,285.0,350.0,600.0,175.0,500.0
Scott Askham,Antonio Dos Santos,-235.0,195,42.55319149,195.0,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Middleweight,MALE,3,1,0,0,37.0,0.5,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,1,0,0,42.0,0.82,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,185,27,26,0,0,0,0,0,-1,0,0,0,-12.7,-7.62,1,-5.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:52,172.0,170.0,,810.0,,240.0,
Piotr Hallmann,Magomed Mustafaev,100.0,-120,100.0,83.33333333,6/20/2015,"Berlin, Berlin, Germany", Germany,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,1,0,0,54.0,0.45,0.5,2.25,0.4225,1,2,11,0,0,0,0,0,2,0,2,Orthodox,175.26,180.34,155,27,26,1,0,-1,-2,2,-11,0,0,-2,-2.54,0.0,1,-54.0,-0.5,-2.25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,3:24,504.0,285.0,216.0,594.0,634.0,425.0,350.0
Taylor Lapilus,Ulka Sasaki,240.0,-280,240.0,35.71428571,6/20/2015,"Berlin, Berlin, Germany", Germany,Red,False,Bantamweight,MALE,3,1,0,0,6.5,0.52,1.0,0.5,0.25,1,1,3,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,0,1,0,80.0,0.55,1.0,2.0,0.66,1,0,3,0,0,0,1,0,0,0,1,Southpaw,167.64,185.42,135,23,25,-1,-1,0,0,-1,0,0,0,1,10.16,-5.08,-2,-73.5,0.0,-1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,375.0,361.0,970.0,100.0,900.0,495.0
Cain Velasquez,Fabricio Werdum,-460.0,365,21.73913043,365.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,True,Heavyweight,MALE,5,0,5,0,42.88888889,0.603333333,0.111111111,0.555555556,0.147777778,5,2,20,1,0,0,2,4,1,0,7,Orthodox,193.04,195.58,231,0,4,0,48.33333333,0.595833333,0.25,2.416666667,0.410833333,7,1,24,5,0,0,2,9,0,0,11,Orthodox,185.42,195.58,240,32,37,0,1,-2,-4,-1,-4,-4,-5,1,7.62,0.0,-5,-5.44444444,-0.138888889,-1.861111111,0,1,1.0,0.0,,,,,0.0,,,,,,,,4.0,,,,,1.0,,,,,,,,14.0,Red,SUB,Guillotine Choke,3.0,2:13,733.0,300.0,1000.0,1425.0,750.0,-150.0,1050.0
Gilbert Melendez,Eddie Alvarez,-170.0,150,58.82352941,150.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,3,1,0,0,48.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,1,0,0,55.33333333,0.313333333,0.0,1.0,0.706666667,1,2,10,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145,33,31,0,0,-1,-1,1,-7,-2,0,0,0.0,-10.16,2,-7.33333333,0.0,-1.0,0,1,9.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,9.0,,,,,Red,S-DEC,,3.0,5:00,900.0,125.0,275.0,750.0,675.0,475.0,600.0
Kelvin Gastelum,Nate Marquardt,-500.0,400,20.0,400.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Middleweight,MALE,3,1,0,0,24.94444444,0.523888889,0.777777778,1.611111111,0.497222222,4,7,38,1,0,0,4,4,3,0,11,Orthodox,182.88,187.96,185,1,0,0,36.5,0.413333333,0.333333333,1.0,0.333333333,5,1,14,1,0,2,1,0,2,0,5,Southpaw,175.26,180.34,185,23,36,0,0,-1,6,-6,24,0,4,1,7.62,7.62,-13,-11.55555556,0.444444445,0.611111111,0,1,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,150.0,850.0,350.0,1000.0,200.0,925.0
Yair Rodriguez,Charles Rosa,155.0,-175,155.0,57.14285714,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,3,0,1,0,29.5,0.3,2.5,3.5,0.56,1,1,6,0,0,0,0,0,1,0,1,Switch,175.26,175.26,145,0,1,0,34.0,0.4,5.0,2.0,0.33,1,0,3,1,0,0,1,0,0,0,1,Orthodox,180.34,180.34,145,22,28,0,0,0,0,-1,3,-1,0,1,-5.08,-5.08,-6,-4.5,-2.5,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,300.0,220.0,1000.0,225.0,950.0,425.0
Tecia Torres,Angela Hill,-235.0,195,42.55319149,195.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Women's Strawweight,FEMALE,3,0,1,0,107.0,0.67,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,0,1,0,96.0,0.48,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,154.94,152.4,115,25,30,0,0,0,0,0,0,0,0,0,5.08,10.16,-5,11.0,0.0,-1.0,0,1,15.0,5.0,,,5.0,,,,,,,,,,,,,15.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,100.0,400.0,300.0,1500.0,800.0,700.0
Henry Cejudo,Chico Camus,-1275.0,825,7.843137255,825.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Flyweight,MALE,3,0,1,0,31.83333333,0.483333333,0.5,1.0,0.415,1,3,18,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,125,0,2,0,61.0,0.51,0.5,3.0,0.425,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,135,28,30,0,-1,-1,1,-3,12,0,0,0,5.08,5.08,-2,-29.16666667,0.0,-2.0,0,1,13.0,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,13.0,,Red,U-DEC,,3.0,5:00,900.0,-185.0,1550.0,370.0,2615.0,482.0,1950.0
Efrain Escudero,Drew Dober,120.0,-140,120.0,71.42857143,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Lightweight,MALE,3,1,0,0,34.25,0.3375,0.25,0.0,0.0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,172.72,177.8,155,0,1,0,37.77777778,0.412222222,0.777777778,1.111111111,0.318888889,2,5,25,1,0,0,3,1,0,0,4,Orthodox,175.26,177.8,155,29,26,-1,-1,-1,-3,2,-16,-1,-1,1,-2.54,0.0,3,-3.52777778,-0.527777778,-1.111111111,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:54,54.0,220.0,148.0,550.0,772.0,771.0,685.0
Alejandro Perez,Patrick Williams,-160.0,150,62.5,150.0,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Bantamweight,MALE,3,1,0,0,14.0,0.4,0.0,2.0,0.66,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,135,0,1,0,38.0,0.29,1.0,1.0,0.5,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,25,33,-1,-1,-1,-1,-1,-1,-1,0,0,5.08,15.24,-8,-24.0,-1.0,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:23,23.0,293.0,350.0,420.0,740.0,295.0,525.0
Francisco Trevino,Johnny Case,415.0,-525,415.0,19.04761905,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Lightweight,MALE,3,0,2,0,36.0,0.35,0.0,2.0,0.4,2,0,5,0,0,0,0,1,1,0,2,Orthodox,177.8,182.88,155,0,1,0,47.0,0.4,0.0,2.0,0.28,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,33,25,0,1,1,1,0,2,0,1,1,2.54,5.08,8,-11.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,675.0,168.0,1320.0,326.0,1325.0,175.0
Augusto Montano,Cathal Pendred,-110.0,-110,90.90909091,90.90909091,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,False,Welterweight,MALE,3,0,3,0,38.33333333,0.41,0.333333333,2.666666667,0.333333333,3,0,8,0,0,1,1,0,1,0,3,Orthodox,185.42,190.5,170,0,1,0,30.0,0.57,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170,30,27,0,2,2,2,0,7,0,-1,1,0.0,5.08,3,8.33333333,0.333333333,2.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,476.0,300.0,870.0,350.0,190.0,600.0
Gabriel Benitez,Clay Collard,215.0,-255,215.0,39.21568627,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico,Red,False,Featherweight,MALE,3,0,1,0,65.0,0.32,1.0,2.0,0.35,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145,0,1,0,23.0,0.37,5.0,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,Southpaw,172.72,180.34,145,26,22,0,0,0,0,-1,3,0,0,-1,7.62,5.08,4,42.0,-4.0,2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,425.0,149.0,650.0,791.0,1300.0,255.0
Tim Boetsch,Dan Henderson,-185.0,160,54.05405405,160.0,6/6/2015,"New Orleans, Louisiana, USA", USA,Blue,False,Middleweight,MALE,5,2,0,0,29.78571429,0.457857143,0.357142857,1.0,0.281428571,4,7,38,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185,1,0,0,28.625,0.50375,0.6875,1.1875,0.18375,4,7,38,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185,34,44,-1,0,0,-2,0,0,3,-2,0,-2.54,0.0,-10,1.16071429,-0.330357143,-0.1875,0,1,,13.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,0:28,28.0,500.0,700.0,500.0,1500.0,115.0,275.0
